2.478417e+000;5.974797e+000;6.990376e+000;6.784532e+000;3.955284e+000;6.692719e+000;9.117857e+000;9.332162e+000;1.376511e+001;1.382978e+001;7.845540e+000;5.433312e+000;1.657878e+001;2.067099e+001;1.365683e+001;1.068854e+001;1.066140e+001;1.165603e+001;1.180441e+001;1.163415e+001;1.460539e+001;1.387032e+001;1.743915e+001;1.787540e+001;1.678911e+001;1.396531e+001
2.337083e+000;3.990443e+000;3.892573e+000;4.730701e+000;5.366261e+000;6.178072e+000;8.498853e+000;9.621081e+000;1.040701e+001;9.640165e+000;9.196645e+000;1.275865e+001;3.679396e+001;3.638004e+001;2.854634e+001;3.028404e+001;2.429327e+001;2.735595e+001;2.163742e+001;3.739722e+001;3.303421e+001;3.077513e+001;3.989941e+001;3.707346e+001;2.695192e+001;1.820880e+001
2.444259e+000;4.665447e+000;5.486218e+000;7.142334e+000;4.646196e+000;6.234192e+000;1.027238e+001;1.308711e+001;1.512223e+001;1.521938e+001;1.296929e+001;1.603419e+001;5.138387e+001;6.277728e+001;5.002987e+001;5.865860e+001;3.584227e+001;4.431993e+001;5.501122e+001;8.900385e+001;7.078007e+001;5.748990e+001;5.484795e+001;5.657293e+001;4.824720e+001;2.692823e+001
2.477085e+000;5.812645e+000;5.283617e+000;7.357662e+000;6.333083e+000;1.262253e+001;1.429403e+001;1.306467e+001;1.278382e+001;1.094461e+001;1.185064e+001;2.083015e+001;5.739709e+001;8.215427e+001;8.166596e+001;8.878697e+001;6.019543e+001;6.261056e+001;1.317412e+002;1.603701e+002;1.235159e+002;9.678099e+001;1.078271e+002;1.278095e+002;8.027840e+001;4.053878e+001
3.206921e+000;6.024082e+000;7.077757e+000;8.813278e+000;1.011832e+001;1.473254e+001;1.156260e+001;1.210773e+001;9.328165e+000;8.060570e+000;1.419410e+001;2.450531e+001;7.667924e+001;1.079893e+002;7.912012e+001;9.225191e+001;1.011110e+002;1.013724e+002;1.451096e+002;1.865684e+002;1.419090e+002;1.092250e+002;1.483393e+002;1.592430e+002;1.014755e+002;5.607248e+001
2.599247e+000;6.857632e+000;5.424776e+000;8.635815e+000;9.192495e+000;7.085207e+000;7.208201e+000;9.873672e+000;1.111569e+001;1.732841e+001;1.981774e+001;2.114374e+001;7.288485e+001;1.052990e+002;1.087487e+002;1.070010e+002;9.166238e+001;9.964489e+001;2.205706e+002;3.221453e+002;1.881618e+002;1.501824e+002;2.664286e+002;2.585537e+002;1.561768e+002;8.843137e+001
2.925224e+000;6.534771e+000;9.908745e+000;1.312840e+001;8.704162e+000;7.409240e+000;9.967258e+000;1.215240e+001;1.616326e+001;1.716333e+001;2.415244e+001;3.008073e+001;8.916452e+001;1.214130e+002;1.883562e+002;1.277489e+002;1.263032e+002;1.488037e+002;2.764954e+002;3.956481e+002;2.909544e+002;2.244344e+002;2.755193e+002;3.632434e+002;2.146776e+002;1.320995e+002
1.543673e+000;5.137106e+000;9.566716e+000;7.891005e+000;7.300127e+000;1.413971e+001;1.087850e+001;1.013568e+001;1.382217e+001;1.776290e+001;2.448893e+001;3.057033e+001;1.237553e+002;1.951103e+002;2.370987e+002;2.094505e+002;1.487079e+002;1.877558e+002;3.122527e+002;4.472317e+002;3.914743e+002;3.526882e+002;4.441920e+002;4.877094e+002;2.757169e+002;1.891555e+002
3.117013e+000;7.635607e+000;1.130897e+001;6.455143e+000;8.850557e+000;1.618490e+001;1.177553e+001;1.277942e+001;1.984811e+001;2.301203e+001;2.925302e+001;3.268014e+001;9.783995e+001;1.544860e+002;1.897002e+002;1.791149e+002;1.559028e+002;2.008236e+002;3.628893e+002;5.802717e+002;5.978864e+002;5.666025e+002;7.733965e+002;8.115891e+002;4.420190e+002;2.432765e+002
3.958888e+000;1.027432e+001;9.287909e+000;8.603496e+000;1.122191e+001;1.510934e+001;1.773637e+001;1.196112e+001;1.670193e+001;2.004703e+001;2.566654e+001;3.245847e+001;7.797601e+001;1.245193e+002;1.851238e+002;2.115950e+002;1.743658e+002;1.897477e+002;3.422082e+002;7.471308e+002;6.682405e+002;6.459073e+002;8.050734e+002;9.424446e+002;6.660054e+002;3.517416e+002
5.143548e+000;1.301316e+001;1.434229e+001;9.348536e+000;9.186826e+000;1.379264e+001;1.519257e+001;1.123804e+001;1.923265e+001;2.034466e+001;2.804542e+001;3.651382e+001;6.527378e+001;1.050788e+002;2.037619e+002;2.116519e+002;1.545467e+002;1.490644e+002;3.460139e+002;6.556199e+002;5.139461e+002;6.354799e+002;9.416878e+002;1.031958e+003;7.236021e+002;4.413004e+002
3.220155e+000;8.042301e+000;1.052987e+001;1.091329e+001;1.145193e+001;1.306516e+001;1.362659e+001;1.490777e+001;1.621613e+001;1.732351e+001;2.700886e+001;4.045445e+001;9.842477e+001;1.635351e+002;2.200379e+002;1.608655e+002;1.478397e+002;1.816687e+002;3.909916e+002;6.326173e+002;6.354665e+002;6.388760e+002;9.950704e+002;1.265525e+003;7.710437e+002;5.395991e+002
3.013501e+000;8.629745e+000;1.634304e+001;1.661496e+001;9.853976e+000;9.782926e+000;1.339538e+001;1.271324e+001;1.285187e+001;1.727659e+001;2.228274e+001;4.064175e+001;8.263239e+001;1.215251e+002;1.717954e+002;1.835024e+002;1.756623e+002;1.830665e+002;2.678174e+002;6.240999e+002;8.802823e+002;8.601083e+002;1.237995e+003;1.397390e+003;9.343569e+002;6.147937e+002
3.985187e+000;7.900785e+000;8.483412e+000;7.700783e+000;1.110526e+001;1.240389e+001;1.394663e+001;1.586838e+001;1.651449e+001;1.640673e+001;2.118379e+001;3.849710e+001;9.066408e+001;1.440257e+002;1.787483e+002;1.850227e+002;1.575552e+002;1.548304e+002;2.300267e+002;5.300992e+002;8.107335e+002;7.472292e+002;1.119680e+003;1.198909e+003;1.069961e+003;7.497113e+002
1.938595e+000;3.931210e+000;5.109574e+000;9.007985e+000;1.408398e+001;1.434262e+001;1.113715e+001;1.201805e+001;1.215434e+001;1.606678e+001;2.314789e+001;3.044293e+001;8.828193e+001;1.338336e+002;1.505419e+002;1.677319e+002;1.592471e+002;1.866331e+002;2.305542e+002;5.367159e+002;7.157467e+002;7.522659e+002;1.025113e+003;1.426445e+003;1.118861e+003;7.843551e+002
1.292130e+000;3.132427e+000;5.251109e+000;6.796146e+000;1.554437e+001;1.294072e+001;1.164585e+001;1.672868e+001;1.579849e+001;1.784851e+001;2.092526e+001;4.093177e+001;8.430606e+001;1.641463e+002;2.130845e+002;1.737909e+002;1.460760e+002;1.741140e+002;2.115629e+002;4.264737e+002;6.192415e+002;7.360367e+002;1.170630e+003;1.360817e+003;1.025880e+003;6.796749e+002
1.938579e+000;3.627241e+000;5.840229e+000;9.315166e+000;1.226802e+001;1.454816e+001;1.598684e+001;1.705569e+001;1.899372e+001;2.212091e+001;2.375257e+001;4.908240e+001;9.117863e+001;1.303171e+002;1.562656e+002;1.292317e+002;1.117463e+002;1.275946e+002;2.120032e+002;4.106367e+002;6.468402e+002;6.372850e+002;9.292531e+002;1.115174e+003;8.546147e+002;5.008329e+002
