frameIndex;frameTime;mfcc[0];mfcc[1];mfcc[2];mfcc[3];mfcc[4];mfcc[5];mfcc[6];mfcc[7];mfcc[8];mfcc[9];mfcc[10];mfcc[11];mfcc[12];mfcc[13];mfcc[14];mfcc[15];mfcc[16];mfcc[17];mfcc[18];mfcc[19];mfcc[20];mfcc[21];mfcc[22];mfcc[23];mfcc[24]
122;1.220000;-4.525863e+001;5.306171e+000;1.871637e+001;6.802040e+000;-9.566482e+000;4.027740e+000;-4.301295e+000;2.633391e+000;-1.512970e+001;-9.596763e+000;9.238895e-002;1.878839e+001;1.224047e+001;-1.073421e+001;-3.446976e+000;-4.079905e+000;-1.280631e+001;8.102379e+000;7.181909e+000;1.113852e+001;-2.701958e+001;2.386961e+001;-5.873595e+000;-8.919819e+000;7.235167e+000
123;1.230000;-3.646650e+001;-1.147329e+000;1.296334e+001;-8.342253e+000;1.026187e+001;1.050949e+001;1.993071e+001;9.525259e-001;-1.280877e+001;-1.430611e+001;-9.173159e+000;-6.021065e+000;1.700215e+001;-1.552680e+001;5.739181e+000;5.556646e+000;8.568544e+000;-1.209372e+000;-2.209388e+001;2.528605e+001;1.269617e+000;-9.352902e+000;1.585078e-001;2.150222e+000;-1.540960e+001
124;1.240000;-6.524921e+001;-1.361216e+001;-1.105992e+001;-1.125665e+001;-1.561463e+001;1.021995e+001;-5.982165e-001;1.083226e+001;2.480584e+000;1.783788e+001;-2.102822e+001;-1.489001e+001;-2.317590e+000;1.923405e+001;2.648382e+000;-9.591324e+000;4.492314e+000;-3.222459e+000;9.294875e+000;-8.071157e+000;4.141884e+000;-1.455144e+001;7.048276e+000;9.894703e+000;-1.685447e+001
125;1.250000;-3.382278e+001;-2.583781e+001;-1.155499e+001;-1.344928e+001;1.527120e-002;-1.422220e+001;4.861934e+000;-5.571039e+000;1.460779e+001;2.075102e+001;-6.673944e+000;2.022525e+000;-2.493044e+001;-4.116259e+000;2.077843e+001;-8.951364e+000;-1.294052e+000;2.500896e+000;4.718536e+000;-6.949572e+000;2.506965e+000;1.605902e+001;-1.041905e+001;-8.895244e+000;2.099411e+000
126;1.260000;-4.323962e+001;-5.260132e+000;-3.275024e+000;-3.688437e+000;5.712640e+000;-3.651294e+000;-2.250407e+001;-1.512678e+001;-1.059794e+001;-3.180192e+000;-7.472405e+000;2.197855e+001;1.110878e+000;-8.775919e+000;-1.595925e+001;1.973197e+001;-3.934633e+000;5.211613e+000;-3.603082e+000;5.394455e+000;-5.137044e-001;1.753818e+001;5.110732e+000;-2.196112e+001;1.744720e+001
127;1.270000;-4.452682e+001;-1.488837e+001;9.384067e+000;1.931501e+001;8.832745e+000;1.411652e+001;2.179441e+000;-1.193945e+001;-7.283936e+000;-4.823739e+000;1.293676e+001;-1.440821e+001;-8.869076e+000;-8.313807e-001;3.319672e+000;1.638750e+001;-4.000621e+000;-1.655091e+001;2.209817e+001;-1.368692e+000;-3.752361e+000;-6.097204e+000;1.142001e+001;-2.222995e+001;9.674249e+000
128;1.280000;-3.757520e+001;-9.579238e+000;9.033376e+000;-7.761172e+000;1.104059e+001;-6.175018e+000;5.593290e+000;-8.735462e+000;-2.296606e+001;-2.405058e+001;5.710556e+000;5.446559e+000;5.905594e-001;6.266839e+000;-1.451397e+001;-1.832175e+000;9.020588e+000;-6.128675e+000;-1.932003e+001;1.439528e+001;-1.169620e+000;-1.462846e+001;4.949887e+000;-5.289775e+000;2.127990e+001
129;1.290000;-5.178735e+001;-1.743684e+000;6.863556e+000;-4.246742e+000;-1.986186e+001;1.124749e+001;7.317475e+000;3.204400e+001;5.104962e-001;7.285008e+000;-7.841925e+000;1.212167e+001;7.737578e-001;-1.336060e+001;2.472620e+000;-4.415845e+000;-3.141507e+000;-4.172168e+000;1.400731e+001;-5.353019e+000;-1.643518e+001;9.646707e+000;2.462900e+000;-1.995095e+001;1.064680e+001
130;1.300000;-5.404981e+001;-1.632402e+001;-8.071855e-001;-8.584539e+000;-8.646839e+000;-1.314582e+001;2.819701e-001;-2.292765e+001;1.284792e+001;1.735643e+001;9.345290e+000;1.173257e+001;-1.134853e+001;-1.917317e+001;2.017795e+001;-3.787548e+000;-9.050729e+000;-7.054132e+000;8.638762e+000;5.785386e+000;-1.817150e+001;1.355747e+001;-7.269252e+000;6.488998e+000;4.280160e+000
131;1.310000;-3.199707e+001;-7.625044e+000;-1.124457e+001;-1.379249e+001;1.668723e+000;-1.263011e+001;-2.875858e+001;1.735284e+000;3.931463e+000;1.201712e+001;-4.407967e+000;1.228623e+001;-1.869728e+001;8.086389e+000;1.247480e+001;9.484557e+000;-6.665548e+000;2.431672e+000;-6.033858e+000;-6.804444e+000;9.911160e+000;-2.884823e+000;-1.253002e+001;1.109974e+001;-1.694188e+001
132;1.320000;-4.272308e+001;5.259894e+000;1.554573e+001;2.086445e+001;-2.770218e+001;4.109346e+000;-1.799058e+001;9.019182e+000;1.103034e+001;2.175609e-001;-1.303898e+000;-6.094560e+000;5.510158e+000;-5.501823e+000;5.790867e-002;1.926777e+000;1.296970e+001;-1.109842e+001;-1.322568e+001;1.480176e+001;-1.501633e+000;-7.995364e+000;5.585952e+000;7.982095e+000;-1.299559e+001
133;1.330000;-4.354294e+001;-1.228462e+001;-6.554883e-001;7.408547e+000;2.586098e+001;-9.927313e+000;3.197037e+001;-2.919196e+000;-4.060318e+000;-7.259012e-001;-1.750761e+001;4.295731e+000;1.129705e+001;5.785625e-001;-2.226628e+001;-8.455506e+000;3.811083e+000;1.191498e+001;-5.641670e+000;-3.167754e+000;1.192962e+001;-7.206479e+000;1.796411e+000;6.520842e+000;4.691656e+000
134;1.340000;-2.558848e+001;1.400038e+001;5.739040e+000;3.447739e-001;-3.191735e+001;2.589689e+001;-1.660401e+000;-1.569855e+000;-5.756507e+000;1.465702e+000;9.985768e+000;-6.766657e+000;-1.431711e+000;-1.280235e+000;4.965746e+000;-6.454607e+000;4.593849e+000;-4.843698e+000;-3.976051e+000;1.214545e+001;-6.661031e+000;-5.642864e+000;6.696665e+000;5.127344e+000;-1.079162e+001
135;1.350000;-3.594751e+001;-1.973200e+001;-1.215195e+001;-6.314716e+000;2.744438e+001;-2.989241e+001;-1.433349e+001;-9.356987e+000;-1.579933e+001;1.895106e+001;3.353260e+000;5.092002e+000;2.856252e+000;5.028194e+000;2.856219e+000;3.042987e+000;-5.759918e-001;-1.038762e+001;5.224427e+000;1.353664e+000;7.713203e-002;3.971910e+000;-1.189807e+001;-2.906628e+000;-1.689874e+000
136;1.360000;-5.516930e+001;9.628299e+000;2.379809e+001;1.611086e+001;-2.522394e+001;-6.987542e+000;9.229413e+000;-2.042367e+001;2.444509e+001;-6.201667e+000;1.363210e-001;-4.861570e+000;3.298217e-002;-5.208261e+000;6.075347e+000;2.479390e+000;1.664555e+000;-7.863159e+000;6.785584e+000;-1.161351e+001;6.639868e+000;3.785392e+000;-2.129236e+000;1.821607e+000;-2.256179e+000
137;1.370000;-5.027209e+001;7.398598e+000;-1.848533e+001;-3.147790e+001;-1.551402e+001;2.070946e+001;-2.536450e+001;9.890924e+000;4.303590e+000;5.678637e+000;7.600291e+000;-8.186415e+000;1.516989e+001;-5.224336e+000;-4.491630e+000;-9.505506e-001;-1.258877e+000;-3.893838e+000;-4.004248e+000;3.202210e-001;3.298183e+000;1.073201e+000;-3.471809e+000;1.170929e+001;-2.947451e+000
138;1.380000;-6.611722e+001;-2.358725e+001;-2.229213e+001;-5.512139e+000;3.311053e+001;-8.139874e+000;-1.400909e+001;1.105558e+001;-1.417814e+001;1.585651e+001;-4.393846e+000;4.317344e+000;-1.435480e+001;1.007990e+001;-1.053615e+000;6.439309e-001;2.416067e+000;-4.751306e+000;-3.755683e+000;7.963352e+000;-1.720086e+000;1.147559e+000;-4.730470e+000;3.077075e+000;-4.560394e+000
139;1.390000;-2.750383e+001;-2.936264e+001;3.510427e+001;2.317373e+001;-9.816022e+000;-8.295496e+000;2.403701e+000;-8.820774e+000;-8.165199e+000;4.056669e+000;6.818669e+000;-6.068162e-001;1.384627e+000;4.098085e+000;-3.839434e+000;-6.429025e+000;-4.938475e-001;1.110181e+000;-1.954101e+000;2.183051e+000;5.620397e+000;1.311972e-002;-3.045523e+000;-3.838262e-002;-1.065925e+000
140;1.400000;-4.623902e+001;4.366072e+001;-1.702655e+001;-1.577509e+001;9.675745e+000;3.185504e+000;-9.515214e+000;1.813072e-001;5.984064e+000;-3.559018e+000;-3.952574e+000;4.190750e+000;1.022509e+000;-4.610868e+000;6.002675e-001;3.255139e+000;-2.510767e+000;-2.109128e+000;3.130219e+000;3.303331e-001;-3.318645e+000;1.084335e+000;2.596630e+000;-2.303596e+000;-1.436939e+000
141;1.410000;-9.015291e+001;-3.456779e+001;1.443440e+001;7.650411e+000;-2.171739e+001;2.341865e+001;-1.568731e+001;5.820954e+000;-3.067584e-001;9.782063e-001;-4.841065e+000;7.171635e+000;-5.291309e+000;2.605242e-001;4.449419e+000;-5.938145e+000;4.067595e+000;-1.267590e+000;3.381329e-001;-2.151032e+000;5.083828e+000;-6.519815e+000;5.077820e+000;-1.719929e+000;-1.121010e+000
142;1.420000;-5.913420e+001;-4.251112e+001;-1.270319e+001;3.204587e+001;-1.365984e+001;3.307644e-001;-8.531612e+000;1.508973e+001;-6.576398e+000;-1.150810e+000;-2.868390e+000;6.476851e+000;-4.984581e-001;-4.921146e+000;1.673362e+000;1.494127e+000;2.705977e+000;-6.425235e+000;2.949851e+000;4.354091e-001;2.694527e+000;-5.547722e+000;1.943447e+000;1.615298e+000;9.926180e-001
143;1.430000;-1.198303e+002;-1.288225e+001;1.252312e+001;-1.193652e+001;1.114002e+001;-1.015736e+001;9.017750e+000;-7.754896e+000;6.405915e+000;-5.010125e+000;3.607792e+000;-2.238817e+000;9.414514e-001;2.489174e-001;-1.300923e+000;2.188199e+000;-2.890222e+000;3.392955e+000;-3.689269e+000;3.779144e+000;-3.669641e+000;3.374616e+000;-2.914257e+000;2.314356e+000;-1.605443e+000
144;1.440000;-9.486666e+001;3.093908e+001;1.461164e+001;-5.766271e-001;-6.683266e+000;-3.830331e+000;1.294251e+000;2.149966e+000;-1.968018e+000;-6.150228e+000;-5.271631e+000;7.824638e-001;6.913570e+000;7.589205e+000;1.974830e+000;-5.317382e+000;-8.369574e+000;-5.043386e+000;1.532080e+000;6.064497e+000;5.638690e+000;1.614535e+000;-2.345759e+000;-3.730056e+000;-2.776796e+000
145;1.450000;-4.506239e+001;-3.784207e+001;-2.557404e+001;1.494267e+001;1.083854e+001;-2.353662e+000;1.445528e+000;-1.615995e+001;1.303774e+001;-5.409455e+000;1.115549e+001;-8.993849e+000;-1.449431e+000;6.077827e-001;4.470002e-001;7.247914e+000;-7.370399e+000;2.533305e+000;-5.947148e+000;6.540639e+000;-8.800434e-002;6.692151e-001;-3.262823e+000;-1.733868e+000;2.446451e+000
146;1.460000;-5.260262e+001;9.457348e+000;2.875218e+001;-2.788561e+001;6.930818e+000;-1.300991e+001;4.796915e+000;8.194060e+000;-1.232203e-001;-2.987594e+000;-1.229662e+001;9.747224e+000;4.300571e+000;-4.083723e+000;-6.289706e+000;-1.007529e+000;7.777747e+000;-4.378026e+000;7.448095e-001;1.630444e+000;-9.409572e-001;-3.037871e+000;-1.230375e+000;8.980032e+000;-3.332799e+000
147;1.470000;-1.541807e+001;2.637928e+001;-3.191172e+001;1.230191e+001;-3.794195e+000;-6.280136e+000;7.722947e+000;-7.558042e+000;2.340843e+000;1.417657e+000;-4.837371e+000;4.668376e+000;-3.087456e+000;-3.920344e-001;2.734988e+000;-4.030803e+000;2.658928e+000;-6.647877e-001;-1.799457e+000;2.936638e+000;-2.820663e+000;1.215983e+000;7.169687e-001;-2.375408e+000;2.830369e+000
148;1.480000;-4.457832e+001;-3.874108e+001;-1.732563e+001;3.354155e+000;6.298789e+000;1.515876e+001;-1.564135e+001;4.809498e+000;-6.105365e+000;1.778327e+000;1.052794e+000;8.524124e+000;-1.080732e+001;6.465374e+000;-5.085623e+000;-2.097650e+000;4.476338e+000;6.825928e+000;-9.822066e+000;3.474874e+000;-2.792373e+000;-1.862717e+000;6.753814e+000;2.935952e+000;-8.479601e+000
149;1.490000;-2.186080e+001;-2.242204e+001;-1.489199e+001;3.055949e+001;3.206598e+000;1.544545e+001;-1.337959e+001;4.465155e+000;-6.734517e+000;4.675297e+000;-9.424028e+000;-6.912076e+000;-6.921787e+000;2.124252e+000;9.095257e+000;3.928755e+000;2.535875e+000;-7.332536e+000;1.436037e+000;-8.204804e-001;7.637567e+000;-2.001122e+000;-5.866768e-001;-6.969639e+000;-2.002629e+000
150;1.500000;-1.085618e+002;-1.376619e+001;-8.084253e+000;2.165676e+001;-1.600381e+001;-1.792345e+000;1.498330e+001;-1.358776e+001;2.197780e+000;7.130620e+000;-7.588731e+000;2.455602e+000;1.146897e+000;-7.515522e-001;-2.816218e-001;-1.316746e+000;4.014080e+000;-3.667630e+000;-7.157698e-001;5.173790e+000;-5.201104e+000;9.104269e-001;3.261241e+000;-3.710531e+000;1.348297e+000
151;1.510000;-7.068867e+001;-3.457369e+001;-7.756042e+000;1.626617e+001;-1.911035e+000;-1.257123e+001;2.082311e+001;-1.519331e+001;5.522486e+000;-1.099929e+001;1.494821e+001;1.097944e+000;-1.105980e+001;9.471827e-001;1.635060e+000;7.076028e+000;-4.372747e+000;-2.547714e+000;-1.144668e-001;7.869141e-001;4.339112e-001;6.582817e+000;-7.985348e+000;-3.973835e-001;-2.535754e+000
152;1.520000;-1.778030e+001;2.597356e+000;-1.888708e+001;-2.345437e+001;1.564631e+001;-3.072672e+001;6.571204e+000;-6.522669e+000;-9.474308e+000;6.028520e-001;-3.837369e+000;-2.124392e+000;-1.509305e+000;5.517653e+000;-6.696681e+000;8.862754e+000;-9.683795e-001;-4.778271e-002;6.377802e+000;-1.421513e+000;3.733220e+000;1.766384e+000;3.210904e+000;-2.501324e+000;6.380233e+000
153;1.530000;2.715120e+001;-1.039155e+001;-2.479546e+000;-3.641910e+000;-1.181430e+000;-1.906006e-001;-2.069410e+000;9.457781e-001;-1.183198e+000;-1.250851e-001;-2.183377e-001;-1.741231e-001;-4.108720e-001;-8.556516e-002;-1.662989e-001;2.880129e-002;-4.492946e-001;1.438677e-001;-8.397205e-002;-3.924067e-001;2.090927e-001;-1.989185e-001;-6.627992e-002;1.656713e-001;-4.943194e-002
154;1.540000;-3.762930e+001;1.170801e+001;-1.511418e+001;-3.660802e+000;8.595160e+000;1.570324e+001;-2.426723e+001;1.928729e+001;-1.642711e+000;-2.949113e+000;1.599967e+001;-1.665443e+000;2.254754e+000;-1.316029e+001;-4.092398e+000;-9.800444e+000;-5.241089e+000;6.712122e+000;3.320539e+000;-1.998075e+000;1.486939e+000;1.396645e+000;-6.045961e+000;1.247640e+001;4.859138e+000
155;1.550000;-8.424883e+001;-3.803263e+001;1.604174e+001;-1.767479e+000;4.699388e+000;-1.612189e+001;1.945535e+001;-7.798158e+000;-9.753579e+000;1.851171e+001;-1.312319e+001;1.379936e+000;5.476981e+000;-4.076899e+000;1.436831e-002;4.824829e-001;2.465811e+000;-4.196115e+000;2.328580e+000;4.515436e-001;-6.058874e-001;-1.170529e+000;8.391099e-001;3.269236e+000;-7.434042e+000
156;1.560000;1.166309e+001;9.861928e+000;-2.402961e+001;1.561285e+001;-1.596632e+001;1.028956e+001;-8.685659e+000;3.865984e+000;-1.294190e+000;-2.414120e+000;3.707970e+000;-4.940115e+000;4.396347e+000;-4.238314e+000;2.944351e+000;-2.276788e+000;9.893532e-001;-1.260795e-001;-1.198572e+000;1.991882e+000;-2.676504e+000;2.676756e+000;-2.610787e+000;2.090772e+000;-1.501143e+000
157;1.570000;-6.167107e+001;-3.888441e+001;-1.801053e+001;3.717992e+001;-1.678410e+001;1.437398e+000;-8.228573e+000;1.298659e+001;-2.010726e+000;-7.574920e+000;3.881174e+000;3.479698e-001;4.900039e+000;-9.327284e+000;4.408853e+000;7.665631e-001;1.698009e+000;-3.957149e+000;-9.817045e-001;5.648434e+000;-3.179205e+000;3.103081e-001;-3.454019e+000;6.158835e+000;-2.249931e+000
158;1.580000;-7.206917e+001;-2.129922e+001;-2.998087e+001;1.727709e+001;1.497137e+001;-5.626006e+000;-1.729693e+001;1.645958e+001;-1.077809e+001;1.175902e+001;-6.863412e-001;-1.582275e+001;1.491546e+001;-5.986657e+000;5.741398e+000;-4.554835e+000;-2.306674e+000;2.037767e+000;1.914059e+000;3.636983e+000;-9.893228e+000;5.683521e+000;-1.013376e+000;1.177910e+000;2.696245e+000
159;1.590000;-7.390850e+001;-3.784369e+001;-5.578159e+000;3.342346e+001;-2.896851e+001;8.936144e+000;1.445222e+000;2.967254e+000;-7.858620e+000;2.515985e+000;7.090550e+000;-9.449636e+000;3.977662e+000;-1.377375e-001;2.991467e+000;-6.781015e+000;4.465604e+000;1.881960e+000;-4.622720e+000;1.816989e+000;5.269957e-001;2.142206e+000;-6.203730e+000;5.518796e+000;-6.488323e-001
160;1.600000;-7.606550e+001;-3.265549e+001;-4.713530e+000;4.363231e+000;2.522200e+001;-3.572619e+001;1.401332e+001;7.126194e+000;-6.212830e+000;-1.512124e+000;-2.478242e-001;4.383891e+000;-2.417723e+000;1.890499e+000;-8.080249e+000;1.081132e+001;-3.066719e+000;-5.238183e+000;4.432142e+000;-4.133502e-001;1.385850e+000;-3.692516e+000;2.187596e+000;-1.430224e+000;5.085711e+000
161;1.610000;-4.002430e+000;2.082395e+001;-9.417617e+000;-1.726705e+001;2.010213e+001;-1.045364e+001;-8.105168e+000;1.657151e+001;-1.709899e+001;1.053336e+001;-7.261606e+000;8.038076e+000;-1.094636e+001;9.784901e+000;-4.708813e+000;-1.964299e+000;4.111699e+000;-1.888146e+000;-3.005398e+000;5.133839e+000;-4.087791e+000;1.931251e+000;-2.005621e+000;4.499620e+000;-6.552491e+000
162;1.620000;-7.902824e+001;-2.932329e+001;3.332986e+001;1.851620e+000;1.544734e+000;1.902920e+001;-1.340100e+000;4.719467e+000;1.452957e+001;-1.074067e+001;1.612197e+001;-6.860989e+000;3.839903e+000;2.585354e-003;-1.100582e+000;-2.911289e+000;3.475108e-001;-3.358312e+000;-5.458002e+000;4.660944e+000;-1.285644e+001;7.696920e+000;-9.238737e+000;1.504301e+000;-1.291735e+000
163;1.630000;-2.974946e+001;2.474113e+001;-1.329822e+001;1.850596e+001;-2.458367e+001;-1.308978e+001;2.414101e+001;-2.587148e+000;-8.925647e+000;-4.796805e+000;2.274377e+000;1.035568e+001;-8.676214e+000;-3.846685e+000;5.555780e+000;-3.232228e+000;2.416397e+000;-2.618209e-001;-2.151230e+000;1.090730e+000;-2.975813e+000;5.153087e+000;4.289095e-001;-7.371975e+000;3.627448e+000
164;1.640000;-7.230329e+001;-2.934888e+001;-1.611509e+001;2.495043e+001;-1.094985e+001;-1.013141e+001;2.276669e+001;-1.029639e+001;2.266506e+000;-1.616488e+001;1.470639e+001;2.509753e+000;-1.770544e+000;-3.568454e+000;1.688859e-001;-4.426253e+000;6.326614e+000;-6.574399e-001;8.367510e+000;-1.346264e+001;-8.162775e-001;3.632762e+000;5.869468e+000;7.768723e-001;-6.815542e+000
165;1.650000;-5.788177e+001;-2.210326e+000;-2.868942e+001;-3.349100e+001;2.534567e+001;-8.763186e+000;9.396343e+000;2.596390e+000;1.172946e+001;-1.351470e+001;2.888817e+000;-3.288621e+000;-4.925085e+000;-3.884783e-001;5.155513e+000;2.684536e+000;-2.278966e+000;7.304681e+000;-5.428699e+000;-1.382660e+000;-3.811083e+000;2.998474e+000;-5.279979e+000;5.711404e+000;2.799343e+000
166;1.660000;-2.286763e+000;2.041049e+001;-3.338450e+001;1.733024e+001;-1.040858e+001;-3.793246e-001;4.570759e+000;-8.279578e+000;6.640614e+000;-4.686843e+000;4.944299e-001;2.133963e+000;-4.462111e+000;4.173446e+000;-3.403210e+000;8.673731e-001;1.037688e+000;-2.943600e+000;3.316461e+000;-2.862618e+000;1.250420e+000;4.663741e-001;-2.139985e+000;2.885636e+000;-2.739491e+000
167;1.670000;-4.860666e+001;-1.929888e+001;-3.793900e+001;-3.573896e+000;2.464845e+001;-1.217991e+001;2.148983e+001;-1.492259e+001;-2.244764e+000;-2.348982e+000;1.043108e+000;1.821815e+000;7.913184e+000;-5.274714e+000;-1.031376e+000;-5.188954e-001;-6.326013e+000;8.910578e+000;-2.335330e+000;3.295335e+000;-1.573630e+000;-2.321710e+000;-3.545237e+000;4.804430e+000;-2.554602e+000
168;1.680000;2.321953e+001;-1.466263e+001;-4.514956e+000;-2.993362e+000;-1.449903e+000;-2.333811e+000;-2.870487e-001;-9.632995e-001;-1.102694e-001;-5.194815e-001;-8.953079e-002;-3.549645e-001;-3.777147e-001;-5.701520e-002;-3.269232e-001;1.478787e-001;-2.472631e-001;5.187291e-002;-4.817602e-003;3.015528e-002;-8.332007e-002;-2.374461e-002;1.651181e-002;4.753585e-002;3.234065e-002
169;1.690000;1.856243e+001;-1.434471e+001;4.418588e+000;-5.616464e-001;-7.853968e+000;-3.220534e+000;5.512598e+000;2.748785e+000;-7.312432e+000;-2.887363e+000;5.193536e+000;3.022093e+000;-4.806848e+000;-4.102107e+000;3.692298e+000;4.505095e+000;-3.941409e+000;-4.790636e+000;2.789971e+000;4.891539e+000;-2.158787e+000;-5.260603e+000;1.354794e+000;5.460426e+000;-8.088596e-001
170;1.700000;-7.236666e+000;-6.134617e+000;2.109266e+001;-1.761304e+001;-1.256334e+001;1.637327e+001;6.792520e-001;-1.327872e+001;2.976228e+000;6.790861e+000;-4.974808e+000;-1.656482e+000;1.306974e+000;-5.341145e-001;1.789624e+000;-1.215653e+000;-3.847825e+000;4.237820e+000;2.003666e+000;-5.767455e+000;6.507021e-001;4.537092e+000;-2.618806e+000;-2.033657e+000;2.190358e+000
171;1.710000;-2.881341e+001;-3.883569e+000;3.236900e+001;-1.865608e+001;-1.809799e+001;1.197697e+001;2.297528e+000;-2.294206e+000;7.249513e-001;-7.381449e+000;2.022333e+000;7.882573e+000;-5.375784e+000;-2.594224e+000;9.502463e-001;-1.659701e-001;2.931611e+000;-2.350933e-001;-5.482152e+000;1.708173e+000;3.633353e+000;-1.444755e+000;-5.408273e-001;-1.502243e+000;-9.221832e-001
172;1.720000;-3.231290e+001;8.453664e+000;1.359593e+000;2.889804e+000;-2.763456e+001;2.745317e+001;-6.365188e+000;-1.056060e+001;3.064749e+000;5.015546e+000;-3.091300e+000;-5.084075e+000;6.140278e+000;-4.894140e+000;6.021881e+000;-4.173671e+000;-2.101799e+000;3.457935e+000;1.334381e+000;-4.168294e+000;-1.794920e+000;8.460964e+000;-6.141035e+000;7.826301e-001;-4.544641e-002
173;1.730000;-2.015654e+001;-4.657863e+001;-1.987593e+001;-3.137195e+000;8.574409e+000;9.373851e+000;2.525980e+000;-3.698187e+000;-5.481021e+000;-2.656714e+000;1.073706e+000;4.025977e+000;3.053964e+000;-3.899111e-001;-2.635138e+000;-3.053502e+000;-6.028228e-001;2.155149e+000;2.773732e+000;9.947452e-001;-1.307153e+000;-2.395427e+000;-1.668609e+000;6.029062e-001;2.380675e+000
174;1.740000;-3.245220e+001;2.143164e+001;-1.367951e+001;2.095976e+000;-1.364550e+001;1.179515e+001;-1.193416e+000;-8.509391e+000;1.643489e+000;6.279882e+000;-2.264759e+000;-1.217183e+001;1.581732e+001;-4.249256e+000;-9.307357e+000;1.041317e+001;-4.725615e+000;2.326666e+000;-3.793124e+000;8.457062e-001;6.197748e+000;-9.126705e+000;4.026652e+000;2.722678e+000;-4.695919e+000
